날짜,시가,고가,저가,종가,거래량
2010-04-12,11600,11800,11200,11400,27114.0
2010-04-13,11450,11950,11400,11950,21712.0
2010-04-14,11950,12150,11650,12000,21410.0
2010-04-15,12000,12000,11400,11500,26730.0
2010-04-16,11650,11650,11200,11250,20590.0
2010-04-19,11000,12050,10850,11700,19972.0
2010-04-20,11800,12100,11500,11700,17311.0
2010-04-21,11700,12100,11500,11700,12892.0
2010-04-22,11950,11950,11350,11700,11070.0
2010-04-23,11700,11700,11350,11650,15843.0
2010-04-26,11550,12150,11500,11900,27361.0
2010-04-27,12100,12100,11150,11150,36025.0
2010-04-28,11000,11050,10600,10600,23030.0
2010-04-29,10600,10900,10550,10600,12010.0
2010-04-30,10700,11100,10600,11100,16470.0
2010-05-03,11100,11150,10750,10800,6200.0
2010-05-04,10800,11000,10700,10700,3390.0
2010-05-06,10600,10700,10150,10400,8733.0
2010-05-07,10300,10300,9500,9950,10490.0
2010-05-10,10200,10200,9950,9960,8897.0
2010-05-11,10150,10300,9950,10000,5880.0
2010-05-12,9920,10000,9870,9880,3760.0
2010-05-13,9800,10100,9800,9990,6520.0
2010-05-14,9960,9960,9620,9650,10430.0
2010-05-17,9350,9550,9190,9200,8767.0
2010-05-18,9200,9250,8620,8880,7880.0
2010-05-19,8860,8860,8460,8600,9950.0
2010-05-20,8720,9000,8440,8550,10741.0
2010-05-24,8580,8580,8400,8400,4690.0
2010-05-25,8500,8500,7560,7830,7010.0
2010-05-26,7830,7980,7660,7970,3460.0
2010-05-27,7980,8170,7950,8100,4380.0
2010-05-28,8160,8570,8150,8340,4570.0
2010-05-31,8340,8390,8200,8270,2470.0
2010-06-01,8680,8990,8440,8440,7575.0
2010-06-03,8500,8780,8490,8630,1539.0
2010-06-04,8650,8950,8650,8760,5980.0
2010-06-07,8600,8600,8250,8440,2820.0
2010-06-08,8440,8750,8400,8480,2610.0
2010-06-09,8430,8670,8430,8520,2200.0
2010-06-10,8550,8700,8400,8670,1451.0
2010-06-11,8670,8740,8670,8680,3810.0
2010-06-14,8580,8820,8580,8760,1591.0
2010-06-15,8770,8890,8700,8740,2082.0
2010-06-16,8750,8860,8700,8700,3020.0
2010-06-17,8700,8750,8560,8730,2340.0
2010-06-18,8730,8890,8730,8750,3050.0
2010-06-21,8790,9700,8790,9180,19220.0
2010-06-22,9100,9100,8800,8950,2525.0
2010-06-23,8980,9000,8810,8840,2240.0
2010-06-24,8750,8950,8750,8760,3363.0
2010-06-25,8680,8840,8600,8600,3242.0
2010-06-28,8600,8700,8560,8570,2130.0
2010-06-29,8600,8770,8400,8400,5580.0
2010-06-30,8430,8580,8320,8400,3650.0
2010-07-01,8510,8600,8290,8430,2300.0
2010-07-02,8550,8880,8190,8430,2100.0
2010-07-05,8430,8590,8420,8590,990.0
2010-07-06,8570,8570,8250,8480,3920.0
2010-07-07,8310,8540,8310,8500,2040.0
2010-07-08,8500,8500,8250,8450,4830.0
2010-07-09,8450,8500,8320,8500,1530.0
2010-07-12,8630,8650,8500,8510,2290.0
2010-07-13,8550,8770,8520,8750,3200.0
2010-07-14,8740,8750,8600,8740,6110.0
2010-07-15,8770,10050,8770,10050,53640.0
2010-07-16,10200,11400,10100,10450,154973.0
2010-07-19,10400,10500,9750,9750,32014.0
2010-07-20,9860,11200,9700,11200,69717.0
2010-07-21,11400,11600,10600,10750,40150.0
2010-07-22,10350,10650,9800,10050,21949.0
2010-07-23,10150,11250,9900,10750,57570.0
2010-07-26,11200,12000,10400,10800,98810.0
2010-07-27,10600,10950,10250,10300,18498.0
2010-07-28,10050,10350,9950,10100,19321.0
2010-07-29,10150,10150,9800,9940,18025.0
2010-07-30,9980,10850,9940,10400,35658.0
2010-08-02,10400,10500,10000,10050,11739.0
2010-08-03,10150,10350,10000,10100,9355.0
2010-08-04,10300,11600,10300,11600,64661.0
2010-08-05,13100,13300,12200,13200,356739.0
2010-08-06,13500,15150,13500,15150,366464.0
2010-08-09,16300,17400,16300,17400,110889.0
2010-08-10,20000,20000,17000,17650,497008.0
2010-08-11,17150,17400,15300,16850,463035.0
2010-08-12,16000,19350,15600,18850,852112.0
2010-08-13,20050,21650,20000,21650,453346.0
2010-08-16,23000,24850,22000,24000,744289.0
2010-08-17,23300,23700,20800,22000,367832.0
2010-08-18,22000,25300,22000,25300,412912.0
2010-08-19,27500,29050,26200,29050,673670.0
2010-08-20,29350,32500,27150,28900,691572.0
2010-08-23,30000,30700,26700,29950,626738.0
2010-08-24,31200,31800,28700,28800,329091.0
2010-08-25,28150,28300,25600,26100,232400.0
2010-08-26,26950,27450,23600,24900,266651.0
2010-08-27,24250,25250,22750,24100,237297.0
2010-08-30,24200,25550,23200,24000,262013.0
2010-08-31,24250,27600,24250,24750,675960.0
2010-09-01,25450,25650,23450,24050,172386.0
2010-09-02,24650,24950,23500,24450,98721.0
2010-09-03,25450,28100,25150,26300,654825.0
2010-09-06,26300,26500,25100,26500,169726.0
2010-09-07,27100,27200,25550,26250,233755.0
2010-09-08,25700,25900,22550,22600,196008.0
2010-09-09,22850,24700,21300,23350,243804.0
2010-09-10,23900,24000,21650,22000,89722.0
2010-09-13,22000,22450,21050,22450,71808.0
2010-09-14,22550,22550,21000,21300,77697.0
2010-09-15,21300,21300,20200,20200,84323.0
2010-09-16,20300,22850,20100,21000,248735.0
2010-09-17,20800,21700,20000,21000,124886.0
2010-09-20,21600,21600,20350,20650,47339.0
2010-09-24,20900,20950,19800,19850,43480.0
2010-09-27,20400,20400,19000,19350,91787.0
2010-09-28,19300,19850,18350,19000,71233.0
2010-09-29,19600,20050,18750,19750,101074.0
2010-09-30,19850,21800,19100,20000,259553.0
2010-10-01,20300,20800,19500,19600,60591.0
2010-10-04,19800,21600,19700,20350,128470.0
2010-10-05,20500,20550,19000,19600,47234.0
2010-10-06,19750,19850,19000,19350,35430.0
2010-10-07,19550,19600,18700,18850,50918.0
2010-10-08,19000,20050,18750,19500,88145.0
2010-10-11,20200,22400,20200,22400,525307.0
2010-10-12,22850,23200,21200,21500,373252.0
2010-10-13,21550,21750,20800,21400,106239.0
2010-10-14,21750,22100,20950,21000,126304.0
2010-10-15,21200,21400,20550,20750,60545.0
2010-10-18,20750,21350,20500,21100,92660.0
2010-10-19,21200,21200,19050,19300,115459.0
2010-10-20,18850,19500,18750,19400,43716.0
2010-10-21,19450,19500,18950,19000,41858.0
2010-10-22,19100,19400,18850,19200,22887.0
2010-10-25,19500,19700,19050,19150,27874.0
2010-10-26,19150,19400,18850,19100,26056.0
2010-10-27,19000,21950,18900,21950,362537.0
2010-10-28,22000,23000,20600,21100,232859.0
2010-10-29,20900,21100,19400,19650,70723.0
2010-11-01,19850,21100,19400,20300,78681.0
2010-11-02,20300,20300,19200,19400,43324.0
2010-11-03,19300,19800,19300,19700,22130.0
2010-11-04,19700,20150,19250,19300,28161.0
2010-11-05,19400,19750,19150,19300,19941.0
2010-11-08,19300,19400,19150,19200,13948.0
2010-11-09,19150,19600,19000,19550,13111.0
2010-11-10,19350,19600,19050,19100,19032.0
2010-11-11,19350,19350,18800,19000,21211.0
2010-11-12,19000,19200,16750,17650,37371.0
2010-11-15,17250,17450,16400,16750,25920.0
2010-11-16,17000,17000,16300,16650,14557.0
2010-11-17,16400,16650,16100,16650,18445.0
2010-11-18,16350,17150,16350,17150,16810.0
2010-11-19,17000,19450,16600,18050,121505.0
2010-11-22,17750,17900,17350,17550,25015.0
2010-11-23,17200,17850,16900,17000,13285.0
2010-11-24,15550,16450,14500,16400,39485.0
2010-11-25,16800,16900,16250,16400,17112.0
2010-11-26,16350,17200,15700,16250,18245.0
2010-11-29,16200,16200,15300,15600,12676.0
2010-11-30,15450,16050,14750,15550,11189.0
2010-12-01,15650,17850,15400,17850,176958.0
2010-12-02,17900,17900,16600,16800,83036.0
2010-12-03,16700,19300,16700,18250,301897.0
2010-12-06,18250,19550,17600,19200,81539.0
2010-12-07,19150,19700,18500,18950,45110.0
2010-12-08,18650,19050,17900,18250,26487.0
2010-12-09,18450,18450,18000,18350,13853.0
2010-12-10,18050,18350,17800,18250,16730.0
2010-12-13,18650,20200,18650,19950,98076.0
2010-12-14,19900,20150,19150,20050,32992.0
2010-12-15,20050,20700,19500,20050,39586.0
2010-12-16,20050,20250,19150,19300,20921.0
2010-12-17,18750,19450,18750,19300,18370.0
2010-12-20,19000,19800,18200,19800,21760.0
2010-12-21,20000,20050,19250,19350,25930.0
2010-12-22,19300,19700,18800,19000,15395.0
2010-12-23,19150,20600,19150,19150,49900.0
2010-12-24,19100,19450,18650,18800,13090.0
2010-12-27,18600,19100,18100,18100,14577.0
2010-12-28,18100,18300,17500,17800,18172.0
2010-12-29,17950,18650,17850,18100,11970.0
2010-12-30,18600,18600,17900,18250,13560.0
2011-01-03,18600,19700,18300,19100,22847.0
2011-01-04,19350,20000,18850,19350,41725.0
2011-01-05,19350,21500,19100,20800,113590.0
2011-01-06,21100,21300,19550,20400,63395.0
2011-01-07,20750,23450,20700,23450,203037.0
2011-01-10,23800,26300,22350,25100,368665.0
2011-01-11,25800,27550,23200,23500,286709.0
2011-01-12,22850,24100,22450,22700,122813.0
2011-01-13,23350,26100,22500,24300,577208.0
2011-01-14,25000,26950,22850,23200,191145.0
2011-01-17,23500,24350,23000,23350,60312.0
2011-01-18,23000,24400,22850,23200,76227.0
2011-01-19,23300,23750,22750,23000,30652.0
2011-01-20,23200,25550,22900,24500,247060.0
2011-01-21,25950,25950,24000,24150,98010.0
2011-01-24,24000,24850,23300,23600,50678.0
2011-01-25,23750,24250,23350,23350,29343.0
2011-01-26,23850,24200,23300,23700,22860.0
2011-01-27,24150,24800,23600,24600,63369.0
2011-01-28,25000,25900,24400,25050,106781.0
2011-01-31,24500,24750,23400,23850,43760.0
2011-02-01,24450,24450,22700,23350,44661.0
2011-02-07,23900,26350,23850,25100,112016.0
2011-02-08,25250,25300,24250,24400,26541.0
2011-02-09,24750,24750,23800,23900,22215.0
2011-02-10,24800,27200,24500,25100,237420.0
2011-02-11,25600,28850,25300,28850,402957.0
2011-02-14,29000,30350,27000,29250,559825.0
2011-02-15,28450,33400,27500,32400,406129.0
2011-02-16,31200,33100,28200,28600,466592.0
2011-02-17,27550,29900,24350,24600,209398.0
2011-02-18,24900,27600,24800,26300,145318.0
2011-02-21,27000,28300,25500,26700,149718.0
2011-02-22,25700,28500,25000,26400,250616.0
2011-02-23,25950,27350,25100,25500,118816.0
2011-02-24,25300,25500,21850,22050,194426.0
2011-02-25,22400,22600,21000,22200,63524.0
2011-02-28,22500,23250,22200,22250,78107.0
2011-03-02,22000,22400,20550,20850,57375.0
2011-03-03,20650,21500,20650,21350,31800.0
2011-03-04,21600,22100,21600,21900,43013.0
2011-03-07,22200,22300,21100,21150,24901.0
2011-03-08,21450,21800,21200,21700,23729.0
2011-03-09,21900,21900,21100,21350,25874.0
2011-03-10,21150,23900,20950,23300,168874.0
2011-03-11,22700,23500,22000,22000,59839.0
2011-03-14,22000,22000,20100,21000,40160.0
2011-03-15,21400,22900,19750,21800,101046.0
2011-03-16,22350,22350,20800,21400,36665.0
2011-03-17,20650,21750,20650,20950,49981.0
2011-03-18,21050,21600,21050,21350,24360.0
2011-03-21,22000,22050,21400,21800,23346.0
2011-03-22,22000,22500,21800,22000,32506.0
2011-03-23,22300,23000,21750,21950,34858.0
2011-03-24,22000,22150,21400,21600,24707.0
2011-03-25,21950,22550,21600,22250,43192.0
2011-03-28,21950,22400,21550,21600,21014.0
2011-03-29,21550,22100,21500,21800,13887.0
2011-03-30,21650,22950,21500,22000,54720.0
2011-03-31,22300,22300,21750,21900,16548.0
2011-04-01,22500,22950,22150,22300,63137.0
2011-04-04,22400,22800,21900,22100,19450.0
2011-04-05,22150,22150,21700,22000,16150.0
2011-04-06,22000,22100,21650,21650,13678.0
2011-04-07,21650,21700,21250,21300,20806.0
2011-04-08,21400,21800,21300,21400,18060.0
2011-04-11,21400,21600,21000,21100,15308.0
2011-04-12,21150,21150,20150,20600,28610.0
2011-04-13,20300,20900,20300,20500,9450.0
2011-04-14,20500,20700,19750,20250,21129.0
2011-04-15,20250,20250,19750,20000,11760.0
2011-04-18,19850,20400,19300,19450,14750.0
2011-04-19,19150,19200,18550,18650,18128.0
2011-04-20,18750,19250,18700,18800,12975.0
2011-04-21,19450,19450,18500,18500,7699.0
2011-04-22,18500,18950,18450,18500,8502.0
2011-04-25,18450,18700,18000,18000,8661.0
2011-04-26,17800,17800,16200,17050,27241.0
2011-04-27,18000,19600,17300,19600,48460.0
2011-04-28,20650,21050,17700,18000,90338.0
2011-04-29,18350,19600,18100,18750,28179.0
2011-05-02,18300,18600,17800,18400,12670.0
2011-05-03,18600,18700,18100,18300,9741.0
2011-05-04,18300,18700,18000,18100,6971.0
2011-05-06,18100,18500,17900,18350,7330.0
2011-05-09,18550,18550,17250,18400,11500.0
2011-05-11,18550,18550,17700,17800,5551.0
2011-05-12,18200,18200,17300,17400,6908.0
2011-05-13,17400,17900,17250,17700,7900.0
2011-05-16,18000,18500,17700,17850,11680.0
2011-05-17,18100,18200,17150,17200,10302.0
2011-05-18,17000,17300,16250,17100,11696.0
2011-05-19,17300,17800,16550,16600,18421.0
2011-05-20,16600,16900,16000,16400,8325.0
2011-05-23,16100,16250,15300,15400,11662.0
2011-05-24,15700,17400,15350,16600,28052.0
2011-05-25,16800,16850,15800,15900,10324.0
2011-05-26,16400,16400,15600,16400,5610.0
2011-05-27,16400,18850,16400,18850,113830.0
2011-05-30,18350,18500,16500,16750,83823.0
2011-05-31,16800,17100,16300,16800,25755.0
2011-06-01,17400,18450,17050,17450,72494.0
2011-06-02,16600,17300,16600,16850,15280.0
2011-06-03,17000,17450,16900,17200,7320.0
2011-06-07,16800,17150,16350,16700,12583.0
2011-06-08,16650,17600,16300,16700,17980.0
2011-06-09,16700,17150,16500,17100,10410.0
2011-06-10,17800,17950,17050,17100,12870.0
2011-06-13,16550,17600,16550,16900,10359.0
2011-06-14,17450,17450,16700,16700,13800.0
2011-06-15,16800,17250,16700,16800,11810.0
2011-06-16,16900,16900,16300,16350,6850.0
2011-06-17,16700,16700,15900,16300,6710.0
2011-06-20,16050,16700,16050,16500,6762.0
2011-06-21,16800,16850,16200,16500,8383.0
2011-06-22,17250,17250,16450,16850,12710.0
2011-06-23,17000,17150,16550,17000,9441.0
2011-06-24,17000,17050,16700,17050,13190.0
2011-06-27,16850,17300,16850,16900,9770.0
2011-06-28,16900,17450,16750,16900,19320.0
2011-06-29,17150,17400,16900,17100,15940.0
2011-06-30,17350,17350,16900,17000,8140.0
2011-07-01,16900,17150,16750,16950,13220.0
2011-07-04,17200,17350,17000,17150,13650.0
2011-07-05,17150,17200,16950,17150,8410.0
2011-07-06,17250,19400,17000,17800,150851.0
2011-07-07,18250,18450,17700,17950,21001.0
2011-07-08,18100,18700,18100,18200,16130.0
2011-07-11,18900,19600,18600,18700,40563.0
2011-07-12,18700,19250,18150,18450,19690.0
2011-07-13,18950,20950,18900,20400,192298.0
2011-07-14,20050,20300,19400,19850,52458.0
2011-07-15,20000,20000,19300,19500,32880.0
2011-07-18,19900,19950,19350,19450,26357.0
2011-07-19,19500,19500,18550,18800,24730.0
2011-07-20,19000,19000,18200,18400,26942.0
2011-07-21,18250,18950,17850,18700,25680.0
2011-07-22,18900,19300,18300,18700,20270.0
2011-07-25,18800,19300,18700,18700,24730.0
2011-07-26,19250,19400,18850,18900,16470.0
2011-07-27,19050,19050,18500,18800,16480.0
2011-07-28,18800,19600,18500,19000,26106.0
2011-07-29,19300,19350,18850,18850,11933.0
2011-08-01,18900,19450,18900,19200,11956.0
2011-08-02,19100,19700,19050,19400,27941.0
2011-08-03,19400,19400,17000,18400,24499.0
2011-08-04,18400,18450,17100,17100,19777.0
2011-08-05,15600,16750,15150,16000,27625.0
2011-08-08,16400,16400,13600,13800,26360.0
2011-08-09,12250,13000,11750,12800,28950.0
2011-08-10,13500,14150,13500,13600,16720.0
2011-08-11,12100,14400,12100,14100,18870.0
2011-08-12,14500,15500,14500,14950,20383.0
2011-08-16,15300,16000,15300,15700,7710.0
2011-08-17,15700,15800,15200,15800,9273.0
2011-08-18,15600,16200,14700,15200,10920.0
2011-08-19,14200,14400,13500,13600,12371.0
2011-08-22,14450,15000,13800,14200,23210.0
2011-08-23,15400,15400,13800,14250,10224.0
2011-08-24,14700,14700,14000,14400,10600.0
2011-08-25,14350,14800,14350,14500,6630.0
2011-08-26,14700,14700,14400,14650,5089.0
2011-08-29,15050,16450,15050,15800,56085.0
2011-08-30,15800,16300,15550,15800,22370.0
2011-08-31,15800,15950,15500,15500,7301.0
2011-09-01,15750,15950,15100,15250,13141.0
2011-09-02,15200,15250,14750,15100,9640.0
2011-09-05,15000,15000,14400,14600,5980.0
2011-09-06,13900,15600,13900,14450,11541.0
2011-09-07,15600,15600,14750,15200,22650.0
2011-09-08,15600,15600,14750,15000,5350.0
2011-09-09,15200,15200,14500,14950,5230.0
2011-09-14,14400,15500,13900,14450,12600.0
2011-09-15,14550,14950,13950,14150,7040.0
2011-09-16,14300,14450,14100,14300,7830.0
2011-09-19,14000,14550,14000,14050,7760.0
2011-09-20,13800,14150,13700,13900,4540.0
2011-09-21,13900,14350,13900,14150,7330.0
2011-09-22,13500,14000,13500,14000,2540.0
2011-09-23,13500,13500,12550,12800,9060.0
2011-09-26,12500,12500,11000,11000,10630.0
2011-09-27,11800,12200,11400,12200,5055.0
2011-09-28,12750,12900,12200,12200,8280.0
2011-09-29,12400,12400,11750,12300,6240.0
2011-09-30,12300,12650,12250,12500,5080.0
2011-10-04,11500,11800,11400,11800,2850.0
2011-10-05,12500,12500,11350,11750,3620.0
2011-10-06,11900,12100,11750,11850,5950.0
2011-10-07,12300,12300,11950,12000,2928.0
2011-10-10,11850,12200,11850,12000,4760.0
2011-10-11,12450,12500,12250,12450,5020.0
2011-10-12,13300,14300,13250,14300,204309.0
2011-10-13,13900,14200,13300,13500,91771.0
2011-10-14,13500,13550,12850,13200,24910.0
2011-10-17,13600,13600,13050,13300,19061.0
2011-10-18,13000,13000,12650,12900,9731.0
2011-10-19,13000,14000,12900,13250,42187.0
2011-10-20,13250,13500,12600,12700,11700.0
2011-10-21,12900,13000,12400,12650,12008.0
2011-10-24,12900,13400,12900,13200,13334.0
2011-10-25,13100,13800,12900,13750,20770.0
2011-10-26,13300,13700,13300,13550,8915.0
2011-10-27,13850,15000,13800,14400,43470.0
2011-10-28,14800,14800,14100,14250,12440.0
2011-10-31,14750,15450,14300,14450,32070.0
2011-11-01,14350,14350,13600,13800,17280.0
2011-11-02,13200,13900,13200,13900,7264.0
2011-11-03,13950,14500,13400,13500,9674.0
2011-11-04,13900,14400,13600,13850,13986.0
2011-11-07,13900,14050,13500,13950,7870.0
2011-11-08,13750,14400,13750,14000,10035.0
2011-11-09,14300,14800,14000,14300,42130.0
2011-11-10,14000,15000,13450,13700,60390.0
2011-11-11,13700,14000,13450,13650,14040.0
2011-11-14,13700,14100,13650,13750,12160.0
2011-11-15,13750,13750,13300,13500,8055.0
2011-11-16,13650,13700,12850,13000,11620.0
2011-11-17,13000,13200,12900,13150,3741.0
2011-11-18,12800,13000,12750,12950,4640.0
2011-11-21,12650,12700,12450,12650,7600.0
2011-11-22,12400,12900,12100,12750,3885.0
2011-11-23,12750,12750,12200,12450,5150.0
2011-11-24,12100,12300,11550,11750,16516.0
2011-11-25,11600,11600,10200,10850,17800.0
2011-11-28,10850,11000,10000,10450,18740.0
2011-11-29,11050,11050,10500,10600,10530.0
2011-11-30,10650,10650,10250,10400,8190.0
2011-12-01,10800,10850,10500,10750,18040.0
2011-12-02,10500,11300,10500,11150,8570.0
2011-12-05,11200,12200,10900,11600,24810.0
2011-12-06,11500,11550,11100,11250,5695.0
2011-12-07,11300,11550,11250,11300,5994.0
2011-12-08,11200,11400,11200,11200,4990.0
2011-12-09,11100,11200,10800,11100,7325.0
2011-12-12,11150,11650,11150,11500,6350.0
2011-12-13,11250,12000,11200,11200,18396.0
2011-12-14,11300,11500,11300,11350,2490.0
2011-12-15,11000,11600,10850,11300,5180.0
2011-12-16,11300,11750,11000,11400,6570.0
2011-12-19,11650,13100,9700,12200,154041.0
2011-12-20,11600,12600,11400,12000,38361.0
2011-12-21,12300,13800,12300,12750,75830.0
2011-12-22,12800,14200,12500,14200,82125.0
2011-12-23,15000,15600,14400,14700,102812.0
2011-12-26,14500,14500,13400,13750,41458.0
2011-12-27,13550,13850,12700,13000,26044.0
2011-12-28,13300,13500,12700,13100,11650.0
2011-12-29,12950,13500,12950,13400,15430.0
2012-01-02,13000,13000,12400,12550,18479.0
2012-01-03,12500,13300,12500,12800,18519.0
2012-01-04,12900,13200,12900,12950,12776.0
2012-01-05,12950,13000,12550,12750,14830.0
2012-01-06,13150,13150,12650,12700,10940.0
2012-01-09,12550,12700,12150,12450,13370.0
2012-01-10,12800,12800,12400,12550,6730.0
2012-01-11,12350,12550,12200,12200,8300.0
2012-01-12,12400,12600,12100,12600,6370.0
2012-01-13,12600,12900,12300,12900,13649.0
2012-01-16,12700,13300,12250,12500,39210.0
2012-01-17,12500,12700,12350,12350,7760.0
2012-01-18,12350,14200,12250,14200,164316.0
2012-01-19,13600,13750,13050,13500,88793.0
2012-01-20,13500,13500,12950,13000,28784.0
2012-01-25,13000,13200,12800,12800,13022.0
2012-01-26,13100,13250,12800,13100,6040.0
2012-01-27,13100,13600,12850,13450,16520.0
2012-01-30,13550,13700,13150,13250,10168.0
2012-01-31,13400,13650,13100,13450,10832.0
2012-02-01,13500,13600,13250,13400,18700.0
2012-02-02,13400,13850,13350,13750,10963.0
2012-02-03,13600,13750,13400,13400,11280.0
2012-02-06,13900,14450,13700,14000,22501.0
2012-02-07,13800,13900,13600,13900,17530.0
2012-02-08,14000,14500,13900,14150,22890.0
2012-02-09,14000,14350,13650,13800,21610.0
2012-02-10,13800,14200,13700,14050,13202.0
2012-02-13,14050,14250,13800,14000,11260.0
2012-02-14,14000,14500,13900,14150,33690.0
2012-02-15,14200,14200,13750,13800,15140.0
2012-02-16,13600,13950,13600,13700,6460.0
2012-02-17,13750,13950,13700,13950,7580.0
2012-02-20,14000,14050,13750,14050,7430.0
2012-02-21,14000,14200,13600,13800,5510.0
2012-02-22,13650,13950,13600,13900,9590.0
2012-02-23,14100,14100,13650,13700,6420.0
2012-02-24,13600,13700,13450,13700,7643.0
2012-02-27,13750,14000,13650,13700,8474.0
2012-02-28,14100,15750,14050,15500,260677.0
2012-02-29,14700,15250,14300,14550,92472.0
2012-03-02,15100,16700,14950,16650,184938.0
2012-03-05,16600,17850,15700,17000,86871.0
2012-03-06,16650,18250,16300,17600,63983.0
2012-03-07,16900,17600,16000,16000,47707.0
2012-03-08,16150,16450,15550,15800,49378.0
2012-03-09,16100,16250,15700,15900,23126.0
2012-03-12,15800,15800,15050,15300,29555.0
2012-03-13,15300,15650,15050,15300,19560.0
2012-03-14,15300,15950,15000,15800,32350.0
2012-03-15,15850,15850,15150,15200,23822.0
2012-03-16,15300,15450,14700,14700,27279.0
2012-03-19,14700,14700,14200,14600,20650.0
2012-03-20,14600,15000,14600,14800,21316.0
2012-03-21,14900,14900,14350,14350,9450.0
2012-03-22,14450,14450,13750,13950,16696.0
2012-03-23,13800,14150,13600,13950,5990.0
2012-03-26,13800,14200,13700,13950,9506.0
2012-03-27,14000,14550,13800,14550,11860.0
2012-03-28,14350,14450,14000,14200,10800.0
2012-03-29,14000,14100,13650,13900,7720.0
2012-03-30,13550,13900,13150,13800,11254.0
2012-04-02,14150,14200,13650,13900,9104.0
2012-04-03,14100,14100,13750,13950,9320.0
2012-04-04,13750,13950,13200,13400,12981.0
2012-04-05,13250,13650,13200,13600,7143.0
2012-04-06,13600,13850,13400,13550,3970.0
2012-04-09,13100,13850,12850,12850,8972.0
2012-04-10,12400,12800,12300,12700,12840.0
2012-04-12,12800,12800,12250,12700,2780.0
2012-04-13,12900,13050,12650,12850,6770.0
2012-04-16,12600,13450,12150,13300,12953.0
2012-04-17,13000,13200,12900,12900,3330.0
2012-04-18,12950,13300,12700,12700,7409.0
2012-04-19,12800,13100,12650,12750,3707.0
2012-04-20,12600,13100,12600,12700,4180.0
2012-04-23,12550,12850,12350,12350,5700.0
2012-04-24,12800,12800,12150,12250,3162.0
2012-04-25,12200,12400,11950,12250,6000.0
2012-04-26,12100,12500,11900,12100,5009.0
2012-04-27,11800,12100,11800,12100,4350.0
2012-04-30,12000,12400,11950,12400,5360.0
